name,look,smell,taste,feel,review
Koko Brown,3.75,3.75,3.75,3.75,"Another brew from Kona who always rocks. Popping the top I get wafts of roasts malt and coconut. Pours to a root beer brown with a beige head. Taste is sweet coconut almost pina colada like. There is a bit of roasted malt and some bitterness. More tropical than I expected up front but the coconut transitions to a nice chocolate roasted malt. If you are a pina colada fan it’s a winner.Jul 28, 2019"
Koko Brown,3.5,4.0,3.75,4.0,"One of the stronger beers from this brewery, which, sadly, mainly produces beers on the mainland away from the Big Island. Nice medium brown color with just a little mild head and virtually no lacing. Smells great, toasted coconut with good malt and ale notes. Tastes similarly, along with some mild caramel, vanilla and grain. Smooth mild mouthfeel, good carbonation. A very enjoyable offering.Nov 09, 2018"
Koko Brown,4.0,4.0,4.0,3.75,"On tap at Moose McGillicuddy's

A: Pours copper mahogany with a light tan head that settles to a thin layer and laces nicely.

S: Toasty, nutty, coffee, chocolate, and a little coconut, earthy, and toffee sweetness.

T: Toasty, really nice hit of coconut, a little chocolate and coffee, a little earthy, and some toffee sweetness.

M: Medium body, moderate carbonation.

O: Probably my favorite Kona beer I've tried so far. Really solid use of coconut.Jul 25, 2018"
Koko Brown,4.75,4.0,3.75,3.5,"From the 12 fl. oz. bottle dated Jan 11 18. Sampled on June 15, 2018.

This is a highly attractive beer with its deep chestnut brown pour with reddish hues under a tremendous, long-lasting puffy tan head. Lacing.

The aroma is sweet to the max with a dose of coconut and cocoa or chocolate in the mix. Low to no hop profile.

Creamy, medium body.

Sweet malts abound in the flavor too but I'd say it tends to have a chocolate-like taste with a mild or nearly muted bitterness to finish. A slightly different take on the standard brown ale.Jun 15, 2018"
Koko Brown,2.5,3.25,3.5,3.0,"Pours a clear brown color. 1/2 inch head of an off-tan color. Decent retention and slight lacing. Smells of coconut, sweet malt, hint of roasted malt, and a hint of citrus hops. Fits the style of an American Brown Ale. Mouth feel is sharp and crisp, with an average carbonation level. Tastes of coconut, sweet malt, hint of roasted malt, hint of piney hops, and a hint of citrus hops. Overall, average at best.May 27, 2018"
Koko Brown,3.75,4.0,1.75,3.0,"Poured with a nice head, deep umber color and refreshing scent of coconut. Taste? Not what I expected. IBU overkill considering the coconut appeal. The bitterness ruined the party. Yuck.May 10, 2018"
Koko Brown,3.5,3.75,3.75,3.5,"The coconut is there but there is not much going on for the base beer. This beer is just lacking some more solid backbone type of flavor. I don't recommend buying a whole 6 pack of this but 1 bottle is worth seeking out. Cheers! B-Apr 30, 2018"
Koko Brown,3.25,4.25,4.5,4.0,"Looks and smells as you would expect. The taste is where it gets you. Very complex the more you drink it the more flavor profiles you discover. Sweet, toasty, coconut, cocoa, touch of bitterness. I'm a fan.Feb 24, 2018"
Koko Brown,5.0,5.0,5.0,5.0,"First tried this delicious ale in Denver on a ski trip and fell in love. Look forward to every January when it becomes available. Just scored a case at Publix in Orlando. If dark ales and stouts are at the top of your list, you will love this nutty brown ale! On tap it is amazing!Jan 21, 2018"
Koko Brown,3.0,3.5,3.5,3.5,"Bottle dated DEC1016. Nonic pint.

A: pours a dark mahogany, fairly translucent at the edges with 2 fingers thick beige head. Good clarity and quite a bit of visible carbonation. Fair lacing and average retention.

S: smells like a solid brown ale; toasted malt, a little sour yeast esters, and yes - coconut. It's faint, but what is there smells like the coconut air freshener my dad had in his car when I was a kid.

T: coconut is immediately present on the initial arrival, which transitions to a very good and drinkable brown. Malty, toasted bread crust, bitter nut skins, mild to moderate sweetness, cocoa, and just as it transitions to mild and quite clean hoppiness (lacks the earthier and more floral hops I tend to prefer in browns) the coconut surges back, lingering after the swallow and well into the finish.

M: lighter end of mid weight; active, but. It excessive carbonation. Quite clean on the finish.

O: this is a lightweight and very satisfying medium brown ale, with coconut flavor added. I love brown ales, and while the base beer here gets a good vote from me, I think the coconut is s gimmick, albeit an interesting one. This would probably pair very well with Chinese food - or better Thai. If I see it on tap at the local tiki bar, definitely will have it again, but it's not one I'll be buying a six pack of any time soon.May 12, 2017"
Koko Brown,3.75,3.75,3.75,3.75,"Poured from a 12 oz bottle into a Dogfish Head tulip

L: Clear medium brown pour with 1.5 fingers of foamy white head. Falls quickly and leaves modest lacing.

S: Sweet toasted coconut... nutty and earthy... rich malts. Smells pretty darned good.

T/F: Somewhat sweet... toasted is the word I'm looking for with this beer. Somewhat malty and I do love the coconut flavor of this beer. It works well with the grains. Slight cocoa... notes of an 'almond joy' in there somewhere. Hops only present for some bittering at the finish. Body is medium to light.... well carbonated.

O: A pleasant coconut forward brown ale. If you like coconut you'll enjoy this beer. One I'd definitely have again.May 04, 2017"
Koko Brown,3.5,3.5,3.5,3.75,"Brown, ruby up to the light, with a half finger of tan head, and mild lacing. Aroma is roasted malt, mild coconut, a little vanilla, and toasted nuts. Pretty much the same in the flavor. I'm getting good amounts of coconut and vanilla. It tastes slightly artificial and cheap. Medium thin body, a little oily and dryer on finish. Average carbonation. It's ok, good game day brew, maybe. It's no Death By Coconut.Apr 12, 2017"
Koko Brown,3.5,4.0,3.75,3.5,"From the bottle, it pours a lovely brown with a modest head. Coconut in the nose, along with some grain scent. Coconut in the mouth. enticing the tongue. Light overall taste and feel.Apr 11, 2017"
Koko Brown,3.0,2.75,3.5,3.0,"**
03/08/2017

Bottle to goblet

Brown color, medium off white head.
Aroma is grains and some mild coconut.
Taste is coconut, brown sugar, malt, grass.
Medium to light body.

Ok.
**

**Mar 08, 2017"
Koko Brown,3.5,3.0,3.75,3.5,"Burnt amber-brown with a soft khaki head.

Smell is aerated nuttiness, wheat, light caramel and cola.

Taste is bread, wheat, nuts, caramel, with a toasted coconut finish. It took a while for that coconut to come in but there it is.

Smooth, a little frothy, yet crisp.Mar 05, 2017"
Koko Brown,3.5,3.25,3.75,3.5,"Overall, light tasting for a brown ale. Some coconut and cocoa taste. Really not a big fan of this after the first few swigs. It's too sweet tasting for my liking. If i wanted a macaroon, i'd eat one. Not likely having this one againMar 04, 2017"
Koko Brown,3.75,4.0,4.0,3.75,"Poured into nonic pint. Minute rim of head, some intricate lace. Cola color.

Nose of sweet coconut and roast. 

Taste is largely coconut, sweet but roasted, other bitter nut notes at the end. 

Dry but watery mouth.

A great idea that doesn't quite reach the heights you dream for it. It's not a bad brown at all; the coconut is intriguing and it's light enough for summer; it's also a bit thin and not super nuanced. Fans of brown ale should give it a try, but don't expect it to redefine the style.Feb 24, 2017"
Koko Brown,3.75,4.25,4.25,3.75,"Appearance- Classic for the style, very brown, almost too dark to see through, with a slightly tan head.

Smell- Huge notes of coconut, but it has a tropical and almost boozy smell to it that makes me think of coconut rum. Lots of sweetness and caramel malt on the back-end, and overall just smells delicious. 

Taste- Follows the nose surprisingly well, but more subtle in the sweetness than I was expecting. The coconut is definitely there, along with some chocolate, caramel, and even a hint of roast coffee. Very nice. 

Feel- Very light and smooth in the body for easy drinking. Not a ton of carbonation. 

Overall- A sleeper hit for sure. I'm biased as I LOVE coconut, and especially coconut rum, but this is an amazing brown ale for my palate.Feb 09, 2017"
Koko Brown,3.75,3.5,3.75,3.25,"A little biased I am, love coconut in beer do I. Coca cola colored beer with a frothy head after a vigorous pour that receded fairly quickly. Nutty aroma with only slight coconut in the background. The coconut much more prominent in the taste. The beer's a bit thin but I'll take it. I'd drink again without my arm being twisted.Jan 19, 2017"
Koko Brown,3.25,3.25,3.5,3.25,"12-oz bottle into nonic pint glass

A - very thin quickly-receding head of khaki over a transparent body of dark brown

S - caramel sweetness, coconut, and chocolate; smells like an Almond Joy or similar candy bar; a bit weak

T - coconut, caramel sweetness, touch of chocolate, roasted malt

M - highly-carbonated light/medium body

O - The coconut keeps this one a little interesting--fairly bland otherwise.Dec 31, 2016"
Koko Brown,3.5,3.75,3.5,3.5,"Clear reddish brown beer, beige 1-finger head, moderate retention.
Smell - nut, coconut, caramel malts.
Taste - caramel, toasted malts, coconut, chocolate.
Medium body and carbonation. 
Nothing prominent!Aug 16, 2016"
Koko Brown,3.5,3.0,3.0,2.75,"A fair porter. The toasted coconut flavor is quite nice, but the general maltiness I've enjoyed in better brown ales is missing. Also slightly thin, a little dry, leaves an uncomfortable film on the mouth. It's fine, but nothing I would drink repeatedly.Jul 03, 2016"
Koko Brown,3.5,3.5,3.75,3.25,"The beer comes in an amber brown to brown color.

The aroma offers freshly toasted coconut, nutty and toasted malts, hints of chocolate.

The flavor follows with a touch of that toasted coconut note, but then transitions to toasted malt flavors, hearty toasted whole grain bread, toasted bread crust, hints of chocolate roast, onto a moderate earthy hop bitterness.Jun 29, 2016"
Koko Brown,4.5,3.75,3.75,4.0,"bought this at Krogers - just because I liked the idea of coconut beer

a just a tad lighter than cola - about 1.5 fingers of head clear but dark

s
nondecript really - not much to the nose - just a bit of maltiness

t about the same - sorry but I dont discern and coconut at all. slightly sweet - no hopiness

m standard

d: in the oft repeated words of
RUFUS THE STUNT BUM:
"" call that a beer? Id rather have another!""May 22, 2016"
Koko Brown,3.75,3.75,3.5,3.25,"On tap at Swillburger/The Playhouse in Rochester, NY.

This one pours a light mostly clear brown, with a small off-white head, and a bit of lacing.

Smells like faintly sweet toasted coconut, a bit of sugary caramel, and not much else. 

I wish this was more full flavored, not only in the coconut department, but also in the everything else department. It's certainly drinkable and tasty but absolutely not anything to write home about. It's got a vague sweetness, with not enough coconut to carry the weak base beer. I'm left hoping for a bit more malt backbone.

This is light bodied, just a bit watery, with a normal level of carbonation.

This is wanting in many ways. I still enjoyed it, but I'd hardly recommend it to anybody.Apr 28, 2016"
Primator Dark Lager,3.75,3.75,3.5,3.5,"Very dark brown with tow fingers of off-white foam. Smoked earthy hops and malts with dried dark fruit in the nose. Taste is sweeter, dark fruit and chocolate emerge but are cut off by the robust smoky and earthy malts. Feel was malty, chewy, dark, smoky, yet smooth and thin. Less sweet and I would like this moreDec 04, 2020"
Primator Dark Lager,3.5,3.5,3.5,3.5,"Draft at Tres Bonne Cuisine. Dark brown, some light peeking through, fluffy beige head. Roast grain, musty aroma. Taste also reflects the roast grains. Some chocolaty notes in the back. Smooth, enjoyable.Nov 29, 2019"
Primator Dark Lager,4.25,4.25,3.75,3.75,"Beer pours a reddish tinged dark dark brown color. Thin one finger tan head. Head dissipates steadily, but not completely. Light comes through, but the beer is still fully opaque. 

Aroma has notes of dark rustic bread, pumpernickel, with some light cola like notes. Hints of a slight cherry and dark fruit notes, but its subtle. 

Taste has notes of dark fruits, bready malts, some light sweetness, and spicy hops on the back end. 

Feel is medium bodied, pretty smooth with a moderate carbonation. 

Overall a nice beer. I found that it fell somewhere between a Czech Dark lager and a bock.Mar 29, 2019"
Primator Dark Lager,4.0,3.75,4.0,3.75,"0ml bottle - we don't get a lot of tmavy pivo around these parts.

This beer pours a clear, dark chestnut brown colour, with a teeming tower of puffy, finely foamy, and somewhat creamy beige head, which leaves some decent layered streaky lace around the glass as it rather lazily recedes.

It smells of semi-sweet, bready and doughy caramel malt, a hint of free-range ashiness, bruised apples and pears, a bit of oily nuttiness, faint cocoa powder, and some very tame earthy, leafy, and floral noble hop bitters. The taste is grainy and bready caramel malt, muddled black stone fruit, ethereal bittersweet chocolate, subtle wet char, some bar-top nuts, and more understated leafy, weedy, and grassy green hoppiness.

The carbonation is fairly laid-back in its insouciant frothiness, the body a solid medium weight, and mostly smooth, with just a touch of smokiness taking things down a notch or so here. It finishes off-dry, the malt, cocoa, and dark fruity esters presiding.

Overall - this comes across as adjacent to a prototypical version of the style (Czech Dark Lager, that is, not the generic one listed above). Flavourful, easy to drink, and with a sub-average ABV that would make it a no-brainer for multiple rounds in an ancient pub, sitting at tank-like wooden tables.Jan 16, 2018"
Primator Dark Lager,4.0,3.0,3.25,3.25,"Dark brown with a ruby tinge, topped with a foamy, chocolatey head.

Some toasted notes, slightly nutty, a hint of molasses.

Light but not watery body, foamy carbonation adds more substance.

Not bad, not wowing, but a solid brew.Jun 26, 2015"
Primator Dark Lager,3.75,3.75,3.5,3.25,"Clear mahogany beer with beige head, not as long retention. Smell - caramel, kvass, cocoa. 
Flavour - rather sweet: cocoa, roasted malts.
Light body, soft carbonation. Enjoyable czech dark lager.Jun 15, 2015"
Primator Dark Lager,3.5,3.5,3.5,3.75,"Dark brown color with a thick beige head with medium retention.
Nice and malty aroma with notes of chocolate, nuts, grains and cocoa.
Flavor with notes of chocolate, mild spicy and earthy hops, cocoa, maybe some prunes, cookies and grains. Mildly dry aftertaste with a low bitterness.
Light body with good carbonation.
Extremely easy to drink, you sure can session this Dark Lager. This is a liquid non-fat unsweetened chocolate cookie.May 25, 2015"
Primator Dark Lager,4.0,3.75,4.25,4.5,"00 ml bottle from BevMo. Nose of yeast and mild vanilla. Mild roasted malt, pleasant caramel taste. Slightly smoky. Silky mouth feel. No hops bitterness. Good carbonation with a semi-dry finish that makes it very easy to drink. Light, yet flavorful. Love the low ABV.Mar 23, 2015"
Primator Dark Lager,3.75,4.0,4.0,3.75,"500 ML bottle
Served in a pilsner glass

L - It pours brown with amber highlights. It is capped with several inches of tan head the leaves patches of lacing as it recedes down the side of the glass.

S - It has a sweet aroma. I get some cocoa and milk chocolate.

T - It starts out with a cocoa taste that builds into chocolate flavor. It is kind of sweet.

M - Moderate and chalky

O - This was an impulse buy at the local bratwurst shop. I am glad I picked in up. It is flavorful and light. It reminds me of a Kozel Cerny I had a few years ago that I enjoyed. One of the better dark Euro lagers that I have had.Jan 09, 2015"
Primator Dark Lager,4.0,3.5,3.75,3.5,"Back label is printed ""375"" but no indication of a date. 
Thanks to Julie & Ryan for this one!

Dark mahogany copper color when held to the light. Compact layer of velvety foam that seems to subside after a few minutes. Spindly, drippy lacing in the glass. 

Smell is a little bland, vague lager yeast and some light traces of maple or tobacco. 

Light roasted malt, a little prickly from the carbonation, smooth mild coffee and tobacco flavors linger in the aftertaste. Schwartzbier-ish. Light bodied but somewhat substantial, a little watery in the finish, traces of oxidation. Overall it's a good dark lager, maybe a little bit long in the tooth, but still has some life left.Nov 11, 2013"
Primator Dark Lager,3.75,4.0,4.25,4.0,"Almost a finger of tan head on a dark brown body.
The aroma is roasted and chocolate malt. Nice.
The roasted malt comes through in the taste as well, along with a little milk and mild lemon bitterness. 
The texture is a little fizzy and crisp. 
An enjoyable experience with the flavorful taste but still lighter lager.Jan 25, 2013"
Primator Dark Lager,4.0,4.0,4.5,4.0,"Another in the Primator line that I happened on by chance. Since this is a Czech dark beer, I'm not sure how to rate this -- I don't believe I've ever had a Czech Dark before.

A -- Clear, deep chestnut color with a dense, light tan head that holds up well.

S -- Rich, toasty, bready malts with a touch of caramel -- even light molasses and finishing with light Saaz hops.

T -- Pretty much the same character as the nose, starting with bready malts that meld into dark bread and molasses flavors (imagine liquid pumpernickel) then into a light Saaz character that balances well with the rich malts in the finish. There's even a mild, underlying roast character and a lightly sweet malt character -- even a light dark fruit character in the aftertaste.

M -- Mouthfeel is soft to dry with a light-medium body.

O -- Sometimes too much Saaz hop can fatigue my palate, but the balance with the toasted and roasty malts -- on top of a very drinkable 4.8 ABV -- makes this a very enjoyable beer.Mar 05, 2012"
Primator Dark Lager,4.0,3.5,3.5,4.0,"Poured from a bottle into a pint glass.

Look – very dark brown, but still able to see through it. About two fingers’ worth of light khaki-colored foam that dissipates somewhat quickly.

Smell – malty, and indeed much like a dark lager. It has a bit of a porter-like smell. With a roasted quality and chocolate notes.

Taste – malty, but with a tinge of bitterness that must come from hops that don’t appear in the taste itself. It tastes dark and bold, with less of a chocolate hint in the taste, but still a bit like a porter. 

Mouthfeel – also like a porter, the Mouthfeel is deceptively thinner than you would think. Here, it’s very well balanced.

Overall – pretty decent brew. Not terribly interesting to think about, but not dull either.Nov 28, 2011"
Primator Dark Lager,4.5,4.0,3.5,4.0,"(Served in a dimple mug) 

A- This beer pours a dense crystal clear dark brown body that has a glow at the base. There is a creamy thick oatmeal colored head that sticks to the glass leaving register marks with each sip. 

S- The dry toffee has some slightly sweet brown malt notes with a hint of Munich malt sweetness in the finish. 

T- The slightly sweet brown malt with a touch of dark pot caramel and a melanoidin note that grows dominate as the beer warms. The finish is a soft dry bittern green noble hop note. 

M- The medium mouthfeel has a mellow fizz in the finish and no alcohol heat noticed. 

O- This had a lot of the similarities as their double bock but the melanodin and sweetness really start to dominate as it warms and there isn't any alcohol or hops to cut the sweetness.Aug 23, 2011"
Primator Dark Lager,4.0,4.0,3.5,3.5,"Thanks again goes out to D. Kurtz for hooking me up with 3 of these rarities-Maibock, Dark Lager & Double Bock. Pours Clear dark red/brown beer with a large beige head. Aroma is malty sweet with notes of coffee and caramel. Flavor is malty with notes of caramel, grainy hops. Nothing special but a great beer when you want to keep it simple.Aug 13, 2011"
Primator Dark Lager,3.5,4.0,3.5,4.0,"Primator tmavé 12 served in large mug in Kutna Hora, CZ. 

A - nice aroma of spicy hops and medium and dark malts. Slightly smokey.

T - sweet for style, but some balancing bitterness kicks in at the finish. Still a bit too sweet IMO.

M - medium body with good carbonation

O - a mediocre Czech tmavé which, by global standards, means a fine beer.Jul 20, 2011"
Primator Dark Lager,3.5,4.0,3.0,3.0,"Clear dark brown colored beer with a medium sized tan colored head.

Smells mostly of grain and chocolate. Good Nobel hop aroma mostly grassy with a little green herb. Faint smell of molasses.

Starts out malty with a graham cracker and chocolate flavor. Slight raisin bran cereal flavor. Moderately bitter aftertaste.

Mouthfeel is OK.

Drinkability is OK.Jan 24, 2011"
Primator Dark Lager,3.5,3.5,3.0,3.5,"Very dark body with a creamy head and a rather smoky nose.

Taste is sweet, very mouth coating and roasty, finishing malty, dry and smoky.

Kind of a rough beer and quite heavy too, although you shouldn't let the cheap looking bottle and the sugar listed in the nutricion facts frighten you off. In the end it's better than one expects.Dec 17, 2010"
Primator Dark Lager,4.0,4.0,3.5,3.0,"Firstly my bottle looks abit different to this but its exactly the same beer and it pours a ruby cola hue with nice carbonation that leaves behind a creamy two finger head and a layer of lacing around the sides of glass,i really like the aroma of this its very sweet indeed almost like maple syrup,milo,caramel and lots of honey,the mouthfeel is quite sessionable and just above light but could be thicker and has tastes of sweet toffee,caramel,roasted barley,dark dried fruits and finishes with a buttery,maple syrup smooth finish,overall it definately took me by suprise as i wasnt expecting it to be like this and my only real complaint is its mouthfeel and if you dont like sweet beers you will not like this one but im quite enjoying it and more than likely will revisit.Aug 17, 2010"
Primator Dark Lager,4.0,3.5,3.0,3.0,"was hoping it would be a Munich dunkel when I bought it, guess not. 500ml brown bottle.

It pours a cola brown with a foamy head that leaves cobwebs of lacing.

The smell is interesting, it almost has the smell of ovaltine, but with a slap of bread and honey. The hops, like in the other primator brews, were up front and herbal/grassy/medicinal. In this particular brew, they could have done without the hop in the aroma.

The flavor is okay, the hops are overbearing with herbal character, it kind of ruins the already weak taste.

The primator beers are just hopped in the wrong way for me.Aug 05, 2010"
Primator Dark Lager,3.5,3.0,3.5,3.5,"pours a dark brown with a large dirty white head, and great lacing.

smell is of malt, some caramel, and a little sweetness in the back.

taste is smooth, malt, a touch cocoa, some roastiness, and a little caramel, ends a little dry.

overall a nice dark lager.Jun 27, 2010"
Primator Dark Lager,4.0,4.0,4.0,4.0,"Lovely reddish bronze colour with a nice sandy looking head. Mild sweet malty aroma. Taste is very rich, especially for a lager. Loads of sweet, toasted malt, a touch of caramel, and those lovely, earthy, European hops that I love so well.
Mouthfeel is lighter than I expected for such a dark and flavourful beer and is surprisingly refreshing. Very drinkable, all things considered.Apr 22, 2010"
Primator Dark Lager,4.5,4.0,4.0,4.0,"Pours an extra dark chestnut brown with a couple fingers of thick tan head displaying some good retention and fair lacing. The aroma is is nutty, umami, mildly roasty, and figgy. The flavor is lightly vinous, nutty, and meaty with a nicely bitter oatmeal raisin cookie finish. Medium-thick bodied with a pleasantly subdued carbonation, nicely done though perhaps a bit light for the richly full flavor. Overall this is a really nice beer, a fully flavored lager with nutty rich characters but also low in alcohol and easy drinking. Very good.Mar 27, 2010"
Primator Dark Lager,4.5,4.5,4.5,4.5,"A: This beer pours dark brown, with a hint of red. A great large off-white thick head that stays for a really long time before it dissipates leaving nice lacings.

S: Heavy roasted sweet malt, hazelnuts, floral hops - very well balanced. Some dark syrup and some dried dark fruit.

T: Heavy roasted sweet malt with some bitter hops. Dark syrup and hazelnuts. Raisins.

M: A really long sweet and bitter aftertaste. Medium body and moderate carbonation.

D: I havn't had so many dark lagers - but if they're all like this, I'm sure gonna drink a lot of them.Oct 17, 2009"
Primator Dark Lager,4.5,4.5,4.5,4.0,"This is a good dark lager/dunkel type, a bit sweet, but tasty with solid, slightly complex character.

Dark brown with a reddish hint, it has a huge, pale tan head steadily shrinking to a large (2.5""), permanent, creamy head and leaves some lace.

The aroma is nice, pleasant and fairly stron, toasted whole wheat, caramel, hints of molasses and root beer/spices, earth. It's malty and hoppy, righ, full, anf firm, an excellent aroma for this style.

The taste is full, rich, and complex, yet still light and easy going, with great depth. It has toasted grain, hint of rich whole wheat, earth, caramelised grain, hint of mapple syrup, root beer, full-flavour. It has both sweetness and a little bitterness plus a zesty spicey bite, but the sweetness is a little too strong and the bitterness is very light, the spicey zestiness being the main counterpoint to the sweetness. Dunkels and dark lagers generally shouldn't be very bitter anyway, but it is still just a tad on the overly sweet side. Overall, it's well-rounded, fairly balanced, with solid depth and range of character, very pleasant, enjoyable, satisfying yet easy to drink.Aug 25, 2009"
Tui East India Pale Ale,2.75,2.5,2.25,2.75,"Can picked up somewhere in Western Australia. Lager? Ale? Hard to tell. Bland, with some weak malt flavor. Not much else to speak of. This seemed to be marketed as a choice for the WA population that didn't want a cereal lager.Dec 18, 2015"
Tui East India Pale Ale,3.0,3.0,3.0,3.0,"From Bottle! Pours clear deep amber, small frothy white to off-white head, light lacing. Aroma malty, caramel, bit toasted. Taste sweet and bitter, malty, caramel herbal notes, bit watery.Nov 11, 2015"
Tui East India Pale Ale,3.0,2.0,2.0,2.0,"Not a very good beer. Much too sweet and lagery( bottle says its a pale ale). Actually this beer is brewed with a lager yeast and I hear it has browb sugar colouring to make it look like an ale

Not much real flavour. It really is a pretty poor beer. A lot of New Zealand beer is like this unfortunately. Better than Budweiser and all of those American lighter coloured adjunct beers that are made with corn and rice. This beer is one for to get if your tight on money and you have a BBQ to attendMay 22, 2014"
Tui East India Pale Ale,3.75,2.75,2.75,3.5,"745ml bottle poured into pint glass 12/3/14 from notes

A clear copper with a short lived finger of foam fed by many little streams of bubbles leaving two rings of lace 

S faint citrus, lots of bready malt and caramel, doesn't smell like an IPA 

T brown sugar, cotton candy, lacking hops, some leafy, herbal hops but not really a whole lot going on, some orange creamsicle as it warms

M light bodied but the bubbles give it some life, lots of malt on the finish 

O drinkable but very boring and tame for an ""IPA"" quenched my thirst but that was about it 

More of an IPA the Alaxander Keiths but that's not saying much, one and doneMar 19, 2014"
Tui East India Pale Ale,4.0,3.25,3.25,4.0,"Tui East India Pale Ale in a 330ml bottle purchased and consumed in NZ; BB dated July 2014; 4.0% ABV

Excellent clarity in this deep amber ale. 

Both flavor and aroma are rather light, especially the aroma. This is no IPA; not even a pale ale in terms of hops. More like a tasty and well-balanced, but light amber beer. 

Feel: Light+ body with medium carbonation. Smooth and soft. Clean finish. 

O: fine as a low cost, highly drinkable beer, but way more like an amber than an IPA.Jan 14, 2014"
Tui East India Pale Ale,3.0,3.0,2.75,2.75,"A: Pours a clear dark amber color with a small creamy head that fades to minimal lacing. 

S: Aroma of malt sweetness and bit of fruit. 

T: Taste of caramel sweetness with some fruit and spice in the background. Very mild bitterness and a slightly sticky finish. 

F: Moderate body and smooth feel. 

O: A decent non-offensive beer that doesn’t seem to fit the style of an IPA.Jun 01, 2013"
Tui East India Pale Ale,2.0,2.0,2.0,2.5,"Pours a red-tinged dark amber, with big carbonation bubbles all around. Negligible head, just a bit of fizz that settles to nought. Intriguing colour but totally meh otherwise. 

Smells quite metallic, with a sharp astringent malt-liquor note. Slightly caramelised but it's a bit sickly mediciney sweet, maybe overattenuated or just some simpler sugars added before fermentation, so it's sharp without having malt substance behind it. Not a great complexity to it. Bit unpleasant. 

Taste is similar. Metallic and malt-liquory upfront in spite of low ABV. Sweet but boozey upfront with a big overload of malt, slightly cardboardy. Yeasty on back. Yeah overattenuated, there's quite a malty flavour but it goes nowhere and ends up yeasty. Could use loads more of everything. Like flavour, for instance. 

Not a bad mouthfeel at first; full upfront, coats the mouth. Ultimately very empty though. I say not bad, I think I mean not 'as bad' as the rest of the experience. 

There is a distinct benefit to this beer, which is its use in marketing other beers, because after drinking this you feel like drinking another, better beer to improve your mood, but you also feel like getting drunk so you will have more than one. Aside from that, this drinking experience is as empty as life itself.May 21, 2013"
Tui East India Pale Ale,3.5,3.25,3.5,3.75,"Poured from a medium brown 375ml bottle into a heavy clear water glass with straight edges which for future reference I'll call my Ikea glass. Bottle art is nice, I love the bird. Nice amber look, white 1"" head that quickly dissipates to half that.

Smell - not bad, not great for an IPA.

Taste - as above. Non-memorable, but still better than a lager.

Mouth - nice. Everything I expect from an IPA. Creamy goodness.

Overall - meh. See ""taste"" above. I would choose a Boddingtons or even a Newcastle brown over this.Mar 12, 2013"
Tui East India Pale Ale,3.5,3.0,3.0,3.0,"Bottle: brown 330mL bottle, reasonable label for a macro.

Appearance: slightly cloudy yellow with a decent finger-and-a-half head.

Aroma: malt overtones over standard lager smells with a light yet almost pungent caramel backing.

Taste: reasonably sweet - definite caramel malts, but kind of awkward with that pungence.

Aftertaste: sickly sweet remains, but not much else.

Mouth feel: fairly light body with low- to- medium carbonation. 

Overall: an alright beer, a little bit unsubtle - tastes like a lager with caramel lumped on top for good measure. Odd.Oct 01, 2012"
Tui East India Pale Ale,3.0,3.5,3.0,3.0,"Bottle from the local supermarket.

A - Bright. Copper, mild carbonation. film of white head. No lace, film retention.

S - Toffee and tropical and earthy hop. More malty than anything else.

T - Some tasty malt, a little earthy hop and some Kiwi hop flavour. Mild.

M - Medium carbonation and a light to medium body with a toffee/hop finish.

O/D - Not as terrible as expected, yet not anything close to what I would look for in an IPA. It wasn't offensive or flavourless, just not overly interesting. Alright though.Apr 14, 2012"
Tui East India Pale Ale,3.5,3.0,4.0,4.0,"Poured from a 330ml bottle into a pint glass. 

Pours an amber colour with a white head and no lacing. 

Smells ok, weak hops and malts. 

Tastes very well balanced, no strong flavours though, yet no blandness or horrible tastes either. 

Overalla good beer no complaints/Apr 04, 2012"
Tui East India Pale Ale,3.0,3.0,3.0,2.5,"A - Clear amber under a thin head with minimal retention and light traces of lace.

S - Very subtle hop aroma, green apple.

T - Sweet and clean but pretty uninspiring. Very mild.

M - Light body, moderate carbonation, dry finish.

O - Easy drinking and inoffensive but essentially just bland.Mar 28, 2012"
Tui East India Pale Ale,3.0,2.5,2.0,3.0,"Having this served at at a good temperature, with a smallish, foamy, cream colored head that soon settled to a ring and no lace. Color is a clear copper amber with some bubble streams. Aroma is malt, beer. Flavor isn’t much more except inclusion of carbonic tang, very little hop. Body is ok, carbonation perhaps just a touch forced. Finish is like flavor, on the short side, and utterly forgettable.Jan 18, 2012"
Tui East India Pale Ale,2.5,1.5,1.5,3.0,"A - Clear amber tea colour with one finger off white head that dissipates quickly to a thin film. Miinmal lacing on glass.

S - Very disappointing smell. A little yeasty, sweet with caramel malt. Not much to it really.

T - Sweet with that caramel malt coming through, apple with a tad of citrus. A little bitter on the finish but very little if any hops for a Pale Ale and very bland.

M - Light bodied with medium carbonation

O - Very ordinary that is not even close to Pale Ale. The hops seem to be pretty much non-existent and I struggled to come to terms with the rather bland taste.Oct 26, 2011"
